Date,Linear_Average_Load(t),Flow  (Cumecs),Flow(ML),Concentration (mg/L)
2016/9/15,3.66E-04,0.2123,18.35,0.019945504
2016/9/16,3.17E-04,0.1812,15.65,0.020255591
2016/9/17,2.72E-04,0.1528,13.21,0.020590462
2016/9/18,2.31E-04,0.1321,11.42,0.020227671
2016/9/19,1.94E-04,0.1142,9.87,0.019655522
2016/9/20,1.70E-04,0.1027,8.87,0.019165727
2016/9/21,1.62E-04,0.0994,8.59,0.018859139
2016/9/22,1.55E-04,0.096,8.3,0.018674699
2016/9/23,1.48E-04,0.0931,8.05,0.018385093
2016/9/24,1.46E-04,0.0924,7.98,0.018295739
2016/9/25,1.49E-04,0.0948,8.19,0.018192918
2016/9/26,1.52E-04,0.0976,8.43,0.018030842
2016/9/27,1.32E-04,0.0865,7.47,0.017670683
2016/9/28,0.000102336,0.0749,6.47,0.015817002
2016/9/29,0.000107277,0.079,6.83,0.015706735
2016/9/30,0.00010379,0.0774,6.69,0.0155142
2016/10/1,9.04E-05,0.0683,5.9,0.015322034
2016/10/2,7.22E-05,0.0551,4.76,0.015168067
2016/10/3,5.99E-05,0.0462,3.99,0.015012531
2016/10/4,7.21E-05,0.0563,4.87,0.014804928
2016/10/5,8.76E-05,0.0692,5.98,0.014648829
2016/10/6,8.68E-05,0.0693,5.99,0.014490818
2016/10/7,9.26E-05,0.0747,6.45,0.014356589
2016/10/8,7.75E-05,0.063,5.44,0.014246324
2016/10/9,1.13E-04,0.0824,7.12,0.015870787
2016/10/10,6.50E-05,0.0543,4.69,0.013859275
2016/10/11,7.18E-05,0.0607,5.25,0.01367619
2016/10/12,8.16E-05,0.0698,6.03,0.013532338
2016/10/13,7.58E-05,0.0657,5.68,0.01334507
2016/10/14,7.02E-05,0.0615,5.31,0.013220339
2016/10/15,6.99E-05,0.062,5.36,0.013041045
2016/10/16,1.09E-04,0.0864,7.47,0.0145917
2016/10/17,1.48E-04,0.1158,10,0.0148
2016/10/18,1.02E-04,0.0834,7.21,0.014147018
2016/10/19,7.05E-05,0.0658,5.69,0.012390158
2016/10/20,6.04E-05,0.057,4.92,0.012276423
2016/10/21,5.59E-05,0.0537,4.64,0.012047414
2016/10/22,5.33E-05,0.0519,4.48,0.011897321
2016/10/23,5.18E-05,0.0511,4.41,0.011746032
2016/10/24,5.35E-05,0.0534,4.62,0.011580087
2016/10/25,5.05E-05,0.0512,4.42,0.011425339
2016/10/26,4.78E-05,0.0491,4.24,0.011273585
2016/10/27,4.55E-05,0.0472,4.08,0.011151961
2016/10/28,4.32E-05,0.0457,3.95,0.010936709
2016/10/29,4.06E-05,0.0435,3.76,0.010797872
2016/10/30,3.79E-05,0.0413,3.57,0.010616246
2016/10/31,3.52E-05,0.039,3.37,0.010445104
2016/11/1,3.27E-05,0.0367,3.17,0.010315457
2016/11/2,3.03E-05,0.0344,2.97,0.01020202
2016/11/3,4.02E-05,0.0352,3.04,0.013223684
2016/11/4,0.000163385,0.0751,6.49,0.025174884
2016/11/5,0.000543548,0.1456,12.58,0.043207313
2016/11/6,0.000481101,0.1036,8.95,0.053754302
2016/11/7,0.000671276,0.1143,9.87,0.068011753
2016/11/8,0.00653664,0.9632,83.22,0.078546503
2016/11/9,0.004309749,0.5578,48.2,0.08941388
2016/11/10,0.000764208,0.0991,8.56,0.089276636
2016/11/11,0.000432415,0.0678,5.85,0.073917094
2016/11/12,0.000305014,0.055,4.75,0.064213474
2016/11/13,0.000255505,0.0549,4.74,0.053904008
2016/11/14,0.00018255,0.0495,4.27,0.042751756
2016/11/15,1.20E-04,0.0446,3.85,0.031168831
2016/11/16,7.76E-05,0.0406,3.51,0.022108262
2016/11/17,5.12E-05,0.0452,3.91,0.013094629
2016/11/18,4.64E-05,0.0528,4.56,0.010175439
2016/11/19,4.77E-05,0.0545,4.71,0.010127389
2016/11/20,4.86E-05,0.0558,4.82,0.010082988
2016/11/21,5.15E-05,0.0601,5.19,0.009922929
2016/11/22,4.95E-05,0.0572,4.94,0.010020243
2016/11/23,4.63E-05,0.0527,4.55,0.010175824
2016/11/24,4.72E-05,0.054,4.67,0.010107066
2016/11/25,4.95E-05,0.058,5.01,0.00988024
2016/11/26,5.15E-05,0.0623,5.39,0.009554731
2016/11/27,6.22E-05,0.0645,5.57,0.011166966
2016/11/28,6.14E-05,0.0645,5.57,0.011023339
2016/11/29,6.06E-05,0.0645,5.57,0.010879713
2016/11/30,6.05E-05,0.0656,5.67,0.010670194
2016/12/1,6.03E-05,0.066,5.7,0.010578947
2016/12/2,5.09E-05,0.0491,4.24,0.012004717
2016/12/3,4.86E-05,0.0437,3.77,0.012891247
2016/12/4,5.05E-05,0.0449,3.88,0.013015464
2016/12/5,5.39E-05,0.0481,4.16,0.012956731
2016/12/6,5.75E-05,0.0515,4.45,0.012921348
2016/12/7,4.01E-05,0.04,3.46,0.011589595
2016/12/8,1.08E-04,0.0416,3.6,0.03
2016/12/9,0.000805347,0.0602,5.2,0.154874423
2016/12/10,0.00165633,0.0636,5.5,0.301150909
2016/12/11,0.002392203,0.061,5.27,0.453928463
2016/12/12,0.020968151,0.3858,33.33,0.629107441
2016/12/13,1.868679644,4.5527,393.35,4.750679151
2016/12/14,1.586168538,5.2512,453.71,3.495996425
2016/12/15,0.379715339,2.0785,179.58,2.114463409
2016/12/16,0.317662708,2.8037,242.24,1.311355301
2016/12/17,0.339181755,3.6561,315.89,1.073733752
2016/12/18,0.09230924,1.3112,113.29,0.814804837
2016/12/19,0.038638364,0.5947,51.38,0.752011756
2016/12/20,0.021091208,0.3359,29.02,0.726781806
2016/12/21,0.014222738,0.2271,19.62,0.724910194
2016/12/22,0.009991573,0.1614,13.94,0.716755595
2016/12/23,0.008099753,0.1388,11.99,0.675542369
2016/12/24,0.00643057,0.1206,10.42,0.617137236
2016/12/25,0.006090355,0.1215,10.5,0.58003381
2016/12/26,0.005290228,0.1142,9.87,0.535990679
2016/12/27,0.004905148,0.1143,9.88,0.49647247
2016/12/28,0.005352136,0.1314,11.36,0.471138732
2016/12/29,0.004923873,0.1301,11.24,0.438066993
2016/12/30,0.006812113,0.1808,15.62,0.436114789
2016/12/31,0.007225396,0.1907,16.48,0.438434223
2017/1/1,0.005744603,0.1475,12.75,0.450557098
2017/1/2,0.004438899,0.1169,10.1,0.43949495
2017/1/3,0.062403298,1.5721,135.83,0.459422057
2017/1/4,1.778100879,20.5368,1774.38,1.002097002
2017/1/5,1.577148782,16.7067,1443.46,1.092616894
2017/1/6,5.1235915,65.9795,5700.63,0.898776363
2017/1/7,6.237481923,129.0959,11153.89,0.559220319
2017/1/8,1.053217628,44.109,3811.02,0.276361087
2017/1/9,0.2406419,12.9793,1121.41,0.214588687
2017/1/10,0.139157913,7.6839,663.89,0.209609895
2017/1/11,0.098702074,5.5649,480.8,0.205287176
2017/1/12,0.053194437,3.0705,265.29,0.200514294
2017/1/13,0.035218309,2.0328,175.63,0.200525588
2017/1/14,0.093595356,4.6448,401.31,0.23322458
2017/1/15,0.163311434,8.1535,704.46,0.231824992
2017/1/16,0.044917822,3.2448,280.35,0.160220517
2017/1/17,0.259577034,10.8423,936.77,0.277097937
2017/1/18,0.055031985,3.887,335.83,0.163868579
2017/1/19,0.032455303,2.035,175.82,0.18459392
2017/1/20,0.025087528,1.3894,120.05,0.20897566
2017/1/21,0.021502654,1.0435,90.16,0.238494388
2017/1/22,0.018914328,0.8168,70.57,0.268022219
2017/1/23,0.01861082,0.7228,62.45,0.298011529
2017/1/24,0.019765744,0.6997,60.45,0.326976741
2017/1/25,0.019308738,0.6273,54.2,0.356249779
2017/1/26,0.017588801,0.528,45.62,0.385550219
2017/1/27,0.016440682,0.4581,39.58,0.415378525
2017/1/28,0.016076262,0.4182,36.13,0.444956048
2017/1/29,0.01582264,0.3832,33.11,0.477881003
2017/1/30,0.22287574,6.6802,577.17,0.386152676
2017/1/31,0.484962004,25.862,2234.48,0.217035733
2017/2/1,0.453345334,36.6759,3168.8,0.143065304
2017/2/2,0.07818739,14.8563,1283.58,0.060913531
2017/2/3,0.036397516,5.5697,481.22,0.075635917
2017/2/4,0.03551245,2.9202,252.31,0.140749277
2017/2/5,0.035185164,1.9684,170.07,0.206886364
2017/2/6,0.036639268,1.549,133.83,0.273774699
2017/2/7,0.038784318,1.3251,114.49,0.338757254
2017/2/8,0.036077421,1.0312,89.1,0.404909327
2017/2/9,0.037079481,0.9095,78.58,0.471869191
2017/2/10,0.037177674,0.8197,70.82,0.524960096
2017/2/11,0.031595425,0.7632,65.94,0.479154155
2017/2/12,0.025871273,0.7278,62.88,0.41143882
2017/2/13,0.020366956,0.6845,59.14,0.344385458
2017/2/14,0.014135665,0.5907,51.04,0.276952684
2017/2/15,0.764395609,20.5313,1773.91,0.430910029
2017/2/16,0.44672349,20.4202,1764.3,0.253201547
2017/2/17,0.065903351,4.1775,360.93,0.182593165
2017/2/18,0.038517677,1.9835,171.38,0.224750128
2017/2/19,0.027844952,1.2071,104.3,0.266969818
2017/2/20,0.03175516,1.1843,102.32,0.310351446
2017/2/21,0.032486139,1.0804,93.35,0.348003631
2017/2/22,0.027124146,0.8214,70.97,0.382191715
2017/2/23,0.025736671,0.7183,62.06,0.414706268
2017/2/24,0.024381805,0.6309,54.51,0.447290497
2017/2/25,0.023199628,0.5598,48.37,0.479628447
2017/2/26,0.02118989,0.4791,41.39,0.511956753
2017/2/27,0.020162215,0.4284,37.01,0.544777493
2017/2/28,0.020573925,0.4118,35.58,0.578244098
2017/3/1,0.021148509,0.4004,34.6,0.611228584
2017/3/2,0.021622706,0.3983,34.41,0.628384365
2017/3/3,0.019896223,0.407,35.16,0.56587665
2017/3/4,0.025003745,0.5973,51.61,0.484474811
2017/3/5,0.0210418,0.5843,50.48,0.41683439
2017/3/6,0.01575177,0.5312,45.9,0.343175817
2017/3/7,0.012457879,0.5354,46.26,0.269301319
2017/3/8,0.039798974,2.4061,207.89,0.191442465
2017/3/9,0.065148454,3.1889,275.52,0.236456352
2017/3/10,0.036130724,1.3667,118.08,0.305985129
2017/3/11,0.025018258,0.7777,67.19,0.372350915
2017/3/12,0.022844565,0.6025,52.06,0.438812236
2017/3/13,0.021892742,0.5149,44.49,0.492082311
2017/3/14,0.017758771,0.4421,38.2,0.464889293
2017/3/15,0.014242295,0.3878,33.5,0.425143134
2017/3/16,0.012098214,0.3636,31.41,0.385170774
2017/3/17,0.010341893,0.3478,30.05,0.344156173
2017/3/18,0.008318207,0.3169,27.38,0.303805953
2017/3/19,0.009684088,0.4463,38.56,0.251143361
2017/3/20,0.68470214,25.7408,2224.01,0.307868283
2017/3/21,0.72272321,23.5797,2037.28,0.354749082
2017/3/22,0.138713564,9.8402,850.19,0.163155958
2017/3/23,1.076833723,90.2687,7799.22,0.138069412
2017/3/24,0.846963612,115.5385,9982.53,0.084844585
2017/3/25,0.163807749,23.6862,2046.49,0.080043269
2017/3/26,0.082186768,8.9905,776.78,0.105804434
2017/3/27,0.354702145,29.0978,2514.05,0.141087944
2017/3/28,2.310480673,314.9267,27209.67,0.084913954
2017/3/29,4.238916628,1384.916,119656.74,0.03542564
2017/3/30,2.502710525,864.1711,74664.38,0.033519471
2017/3/31,0.646131639,153.3221,13247.03,0.048775585
2017/4/1,0.325401835,41.4102,3577.85,0.090948988
2017/4/2,0.287853335,25.1704,2174.72,0.132363401
2017/4/3,0.313194619,20.9615,1811.07,0.17293347
2017/4/4,0.350910265,19.1267,1652.55,0.212344719
2017/4/5,0.100308922,4.6729,403.74,0.248449304
2017/4/6,0.077584593,3.2281,278.9,0.278180685
2017/4/7,0.077400105,2.9656,256.23,0.302072767
2017/4/8,0.074032723,2.6303,227.25,0.325776559
2017/4/9,0.066009912,2.1852,188.8,0.349628771
2017/4/10,0.059975715,1.857,160.44,0.373820213
2017/4/11,0.063033663,1.8346,158.51,0.397663636
2017/4/12,0.053304302,1.4647,126.55,0.421211395
2017/4/13,0.048927503,1.2629,109.11,0.448423637
2017/4/14,0.049659154,1.1461,99.02,0.501506302
2017/4/15,0.051570884,1.0654,92.05,0.560248604
2017/4/16,0.053314641,0.9973,86.17,0.618714645
2017/4/17,0.05469651,0.9345,80.74,0.677440054
2017/4/18,0.056969226,0.8959,77.41,0.735941429
2017/4/19,0.057841414,0.8427,72.81,0.794415795
2017/4/20,0.060641764,0.8282,71.56,0.847425433
2017/4/21,0.058906583,0.7991,69.05,0.853100406
2017/4/22,0.054556129,0.7439,64.27,0.848858394
2017/4/23,0.05867103,0.804,69.46,0.844673625
2017/4/24,0.05926426,0.8163,70.53,0.84027024
2017/4/25,0.056941129,0.7881,68.09,0.836262726
2017/4/26,0.049076045,0.6827,58.98,0.832079434
2017/4/27,0.04721506,0.6604,57.06,0.827463372
2017/4/28,0.043352919,0.6126,52.93,0.819061383
2017/4/29,0.039731416,0.5681,49.08,0.809523553
2017/4/30,0.037808061,0.5472,47.27,0.79983205
2017/5/1,0.035456352,0.5194,44.88,0.790025668
2017/5/2,0.034987831,0.5188,44.83,0.780455744
2017/5/3,0.033368097,0.5012,43.31,0.770447864
2017/5/4,0.032736042,0.4978,43.01,0.761126296
2017/5/5,0.031991711,0.4926,42.56,0.751684939
2017/5/6,0.030655771,0.4782,41.32,0.741911205
2017/5/7,0.028972434,0.458,39.57,0.732181804
2017/5/8,0.028094381,0.45,38.88,0.722592104
2017/5/9,0.027226269,0.4422,38.21,0.712543025
2017/5/10,0.027909967,0.4595,39.7,0.703021839
2017/5/11,0.02730721,0.4558,39.38,0.69342839
2017/5/12,0.026315943,0.4454,38.48,0.683886253
2017/5/13,0.026274944,0.451,38.97,0.674235155
2017/5/14,0.025088637,0.4368,37.74,0.664775755
2017/5/15,0.023431222,0.4141,35.78,0.654869257
2017/5/16,0.023093067,0.4139,35.76,0.645779279
2017/5/17,0.020737609,0.3735,32.27,0.642628107
2017/5/18,0.297169808,6.5362,564.73,0.526215728
2017/5/19,1.790558355,42.0689,3634.75,0.492622149
2017/5/20,0.444352238,21.3654,1845.97,0.240714767
2017/5/21,0.104400762,7.7506,669.65,0.155903475
2017/5/22,0.063576955,3.6766,317.65,0.20014782
2017/5/23,0.054637055,2.383,205.89,0.265370125
2017/5/24,0.050861695,1.6125,139.32,0.365071024
2017/5/25,0.047985893,1.2347,106.68,0.44981152
2017/5/26,0.041017671,1.0091,87.19,0.470440085
2017/5/27,0.036738457,0.8789,75.94,0.483782684
2017/5/28,0.034029012,0.7924,68.47,0.496991558
2017/5/29,0.032586991,0.739,63.85,0.510367909
2017/5/30,0.035565315,0.7863,67.93,0.523558295
2017/5/31,0.033153256,0.715,61.77,0.536720997
2017/6/1,0.030553261,0.643,55.56,0.549914705
2017/6/2,0.02761028,0.5673,49.02,0.563245206
2017/6/3,0.026797261,0.5382,46.5,0.576285183
2017/6/4,0.026504288,0.5201,44.93,0.589901803
2017/6/5,0.026524433,0.5092,43.99,0.60296506
2017/6/6,0.025482934,0.4785,41.34,0.616423174
2017/6/7,0.024928229,0.4584,39.6,0.629500732
2017/6/8,0.024957834,0.4493,38.82,0.642911747
2017/6/9,0.025579144,0.4512,38.98,0.656212006
2017/6/10,0.024760177,0.428,36.98,0.669555895
2017/6/11,0.024897702,0.4222,36.48,0.682502796
2017/6/12,0.026986701,0.4463,38.56,0.699862578
2017/6/13,0.02394483,0.3867,33.41,0.716696498
2017/6/14,0.024167808,0.3811,32.93,0.733914607
2017/6/15,0.024402267,0.3761,32.49,0.751070083
2017/6/16,0.022795709,0.3495,30.2,0.754824801
2017/6/17,0.022527456,0.3682,31.82,0.707965305
2017/6/18,0.02005354,0.3532,30.52,0.657062254
2017/6/19,0.016694724,0.3194,27.6,0.604881304
2017/6/20,0.014651401,0.3068,26.51,0.5526745
2017/6/21,0.013231126,0.3057,26.41,0.500989246
2017/6/22,0.011388186,0.2944,25.44,0.447648821
2017/6/23,0.011338016,0.332,28.69,0.395190519
2017/6/24,0.009434384,0.3182,27.49,0.343193307
2017/6/25,0.007529406,0.2991,25.85,0.291272959
2017/6/26,0.006068135,0.2942,25.42,0.238714988
2017/6/27,0.005114523,0.3187,27.53,0.185779985
2017/6/28,0.003643971,0.3166,27.35,0.133234771
2017/6/29,0.002265784,0.3236,27.96,0.081036624
2017/6/30,0.000783744,0.3157,27.28,0.028729619
2017/7/1,0.001437013,0.2959,25.57,0.056199179
2017/7/2,0.002320233,0.2833,24.48,0.09478076
2017/7/3,0.002866086,0.2463,21.28,0.134684492
2017/7/4,0.00358697,0.2379,20.55,0.174548418
2017/7/5,0.004287885,0.2319,20.04,0.213966317
2017/7/6,0.004845989,0.2213,19.12,0.253451308
2017/7/7,0.005577518,0.2197,18.99,0.293708162
2017/7/8,0.006176789,0.2143,18.52,0.333519924
2017/7/9,0.006867764,0.2104,18.18,0.377764796
2017/7/10,0.007334671,0.2024,17.49,0.419363694
2017/7/11,0.007862818,0.1982,17.12,0.459276752
2017/7/12,0.008788213,0.2036,17.59,0.499614156
2017/7/13,0.009581045,0.2054,17.75,0.539777183
2017/7/14,0.009946406,0.1986,17.16,0.579627389
2017/7/15,0.011065012,0.2066,17.85,0.619888627
2017/7/16,0.011369377,0.1994,17.23,0.659859373
2017/7/17,0.013017166,0.2153,18.6,0.699847634
2017/7/18,0.014196657,0.2224,19.22,0.738639802
2017/7/19,0.01501994,0.2233,19.29,0.778638673
2017/7/20,0.014703556,0.2062,17.81,0.825578664
2017/7/21,0.016320506,0.2165,18.71,0.872287867
2017/7/22,0.016299473,0.2064,17.83,0.914160011
2017/7/23,0.016563231,0.2006,17.33,0.955754818
2017/7/24,0.016023212,0.1857,16.04,0.998953367
2017/7/25,0.016042993,0.1784,15.42,1.040401621
2017/7/26,0.018113406,0.2171,18.76,0.965533369
2017/7/27,0.017154783,0.2384,20.6,0.832756456
2017/7/28,0.0158869,0.2271,19.62,0.809729867
2017/7/29,0.014519626,0.2134,18.44,0.787398373
2017/7/30,0.01331531,0.2015,17.41,0.764808156
2017/7/31,0.011356192,0.1759,15.19,0.747609743
2017/8/1,0.012502564,0.1997,17.25,0.724786319
2017/8/2,0.012480525,0.2054,17.75,0.703128169
2017/8/3,0.01094716,0.1791,15.48,0.707180879
2017/8/4,0.010070633,0.1599,13.81,0.729227589
2017/8/5,0.009506123,0.1462,12.63,0.752662154
2017/8/6,0.009163093,0.1392,12.02,0.762320549
2017/8/7,0.008729613,0.1313,11.34,0.769807143
2017/8/8,0.008758803,0.1306,11.28,0.776489628
2017/8/9,0.008637223,0.1277,11.03,0.783066455
2017/8/10,0.008565923,0.1254,10.84,0.790214299
2017/8/11,0.010867104,0.1647,14.23,0.763675615
2017/8/12,0.010363421,0.1519,13.12,0.789894893
2017/8/13,0.009367335,0.1312,11.34,0.826043651
2017/8/14,0.007889115,0.1086,9.38,0.841057036
2017/8/15,0.008410852,0.1152,9.96,0.844463052
2017/8/16,0.007696633,0.104,8.99,0.856132703
2017/8/17,0.007987276,0.1074,9.28,0.860697845
2017/8/18,0.007464127,0.1068,9.22,0.809558243
2017/8/19,0.006860718,0.103,8.9,0.770867191
2017/8/20,0.006136939,0.0934,8.07,0.760463321
2017/8/21,0.005865189,0.0893,7.71,0.760724903
2017/8/22,0.006135808,0.0922,7.97,0.769862986
2017/8/23,0.005603103,0.085,7.34,0.763365531
2017/8/24,0.00586365,0.0877,7.58,0.773568602
2017/8/25,0.005311268,0.0804,6.95,0.764211223
2017/8/26,0.00485172,0.0752,6.49,0.747568567
2017/8/27,0.004382395,0.0696,6.01,0.72918386
2017/8/28,0.004083507,0.0662,5.72,0.713899825
2017/8/29,0.004207163,0.0699,6.04,0.696550166
2017/8/30,0.004149698,0.0705,6.09,0.681395402
2017/8/31,0.003870793,0.0676,5.84,0.662807021
2017/9/1,0.003813185,0.0682,5.89,0.64739983
2017/9/2,0.003301553,0.0606,5.24,0.630067366
2017/9/3,0.003051875,0.0575,4.96,0.615297379
2017/9/4,0.00249836,0.0482,4.17,0.599127098
2017/9/5,0.002156651,0.0429,3.71,0.581307547
2017/9/6,0.001996789,0.0409,3.54,0.564064689
2017/9/7,0.002059834,0.0434,3.75,0.549289067
2017/9/8,0.002153901,0.0469,4.05,0.531827407
2017/9/9,0.002614136,0.0585,5.06,0.516627668
2017/9/10,0.002332486,0.054,4.67,0.49946167
2017/9/11,0.002172616,0.0521,4.5,0.482803556
2017/9/12,0.002962865,0.0723,6.25,0.4740584
2017/9/13,0.002476054,0.0632,5.46,0.453489744
2017/9/14,0.001793796,0.0476,4.12,0.435387379
2017/9/15,0.001694715,0.0468,4.04,0.419483911
2017/9/16,0.001584879,0.0456,3.94,0.402253553
2017/9/17,0.00145461,0.0438,3.78,0.38481746
2017/9/18,0.001365076,0.0426,3.68,0.370944565
2017/9/19,0.001389602,0.0456,3.94,0.352690863
2017/9/20,0.00133142,0.0459,3.97,0.335370277
2017/9/21,0.001346224,0.0487,4.21,0.319768171
2017/9/22,0.001329924,0.0506,4.37,0.304330435
2017/9/23,0.001304101,0.0526,4.55,0.286615604
2017/9/24,0.001109634,0.0476,4.12,0.269328641
2017/9/25,0.000859845,0.0389,3.36,0.25590625
2017/9/26,0.006254198,0.3026,26.15,0.239166272
2017/9/27,0.006613796,0.3364,29.06,0.227591053
2017/9/28,0.001842708,0.0978,8.45,0.218071953
2017/9/29,0.000941543,0.0575,4.97,0.189445272
2017/9/30,0.000775524,0.0521,4.5,0.172338667
2017/10/1,0.000696084,0.0514,4.44,0.156775676
2017/10/2,0.000583688,0.0485,4.19,0.139305012
2017/10/3,0.000535782,0.049,4.23,0.126662411
2017/10/4,0.000565019,0.0489,4.22,0.133890758
2017/10/5,0.000523425,0.0419,3.62,0.144592541
2017/10/6,0.000516811,0.0381,3.29,0.15708541
2017/10/7,0.000555651,0.0379,3.28,0.169405793
2017/10/8,0.000627629,0.0399,3.44,0.182450291
2017/10/9,0.00068842,0.041,3.54,0.194468927
2017/10/10,0.000759388,0.0424,3.66,0.20748306
2017/10/11,0.000840493,0.0437,3.78,0.222352646
2017/10/12,0.000868494,0.0431,3.72,0.233466129
2017/10/13,0.000800475,0.0378,3.26,0.245544479
2017/10/14,0.000956573,0.043,3.72,0.25714328
2017/10/15,0.000974034,0.0419,3.62,0.269070166
2017/10/16,0.000970377,0.0396,3.42,0.283735965
2017/10/17,0.002826577,0.1043,9.01,0.313715538
2017/10/18,0.006992223,0.2467,21.31,0.328119334
2017/10/19,0.244840023,2.826,244.16,1.002785153
2017/10/20,0.486735199,1.5548,134.34,3.623159141
2017/10/21,0.225407548,0.7612,65.76,3.427730353
2017/10/22,0.12544388,0.4619,39.91,3.143169131
2017/10/23,0.080725735,0.3181,27.48,2.937617722
2017/10/24,0.06515826,0.2804,24.22,2.690266722
2017/10/25,0.045381343,0.2059,17.79,2.550946768
2017/10/26,0.031009261,0.149,12.88,2.40755132
2017/10/27,0.023853836,0.1247,10.78,2.212786271
2017/10/28,0.020195662,0.1132,9.78,2.064996115
2017/10/29,0.016326827,0.0992,8.58,1.90289359
2017/10/30,0.019523201,0.121,10.45,1.8682489
2017/10/31,0.063372484,0.4543,39.25,1.61458558
2017/11/1,0.54398983,4.1319,357,1.523781036
2017/11/2,0.138271742,1.1308,97.7,1.415268598
2017/11/3,0.069884111,0.6109,52.78,1.324064248
2017/11/4,0.042814732,0.3803,32.86,1.302943761
2017/11/5,0.030163854,0.2634,22.75,1.325883692
2017/11/6,0.024605536,0.2154,18.61,1.322167437
2017/11/7,0.106327977,1.0359,89.5,1.188022089
2017/11/8,0.076674769,0.7625,65.88,1.163855024
2017/11/9,0.031961652,0.3156,27.27,1.172044444
2017/11/10,0.02416145,0.2396,20.7,1.167219807
2017/11/11,0.022959363,0.2324,20.08,1.143394572
2017/11/12,0.017977795,0.1817,15.7,1.145082484
2017/11/13,0.013526614,0.1395,12.05,1.122540581
2017/11/14,0.011727405,0.1268,10.96,1.070018704
2017/11/15,0.012063476,0.1346,11.63,1.037272227
2017/11/16,0.014128734,0.1602,13.84,1.020862283
2017/11/17,0.011130585,0.1322,11.43,0.973804462
2017/11/18,0.009081983,0.115,9.94,0.913680382
2017/11/19,0.007728702,0.1037,8.96,0.862578348
2017/11/20,0.023022307,0.3359,29.02,0.793325534
2017/11/21,0.047697247,0.7331,63.34,0.753035159
2017/11/22,0.030490472,0.488,42.16,0.723208539
2017/11/23,0.018721838,0.3026,26.15,0.715940268
2017/11/24,0.013935233,0.2278,19.68,0.708091108
2017/11/25,0.011366985,0.191,16.5,0.688908182
2017/11/26,0.009221869,0.1592,13.75,0.670681382
2017/11/27,0.008247535,0.1501,12.96,0.636383873
2017/11/28,0.006836012,0.1348,11.65,0.586782146
2017/11/29,0.005700292,0.1306,11.29,0.504897431
2017/11/30,0.009034143,0.2698,23.31,0.387565122
2017/12/1,0.014804658,0.5621,48.56,0.304873517
2017/12/2,0.046287557,2.3204,200.48,0.230883664
2017/12/3,0.258181087,4.1547,358.96,0.719247512
2017/12/4,1.241597149,16.9439,1463.95,0.84811445
2017/12/5,1.050498066,15.4047,1330.97,0.789272535
2017/12/6,0.186684995,6.8724,593.77,0.314406243
2017/12/7,0.072898165,2.6434,228.39,0.319182823
2017/12/8,0.041651162,1.293,111.71,0.372850792
2017/12/9,0.029504233,0.8034,69.42,0.425010559
2017/12/10,0.0213669,0.5166,44.63,0.478756442
2017/12/11,0.021324608,0.4637,40.06,0.532316725
2017/12/12,0.020511441,0.4154,35.89,0.571508526
2017/12/13,0.045261053,1.1063,95.58,0.473541044
2017/12/14,0.012892006,0.4191,36.21,0.35603441
2017/12/15,0.011587858,0.2948,25.47,0.454961052
2017/12/16,0.009955528,0.2445,21.12,0.471379167
2017/12/17,0.008375721,0.2024,17.49,0.478886278
2017/12/18,0.008374462,0.2042,17.64,0.474742744
2017/12/19,0.00794302,0.1939,16.75,0.474210149
2017/12/20,0.00737236,0.1799,15.54,0.47441184
2017/12/21,0.006945642,0.1692,14.62,0.475078112
2017/12/22,0.007167333,0.1773,15.32,0.46784158
2017/12/23,0.009968987,0.2608,22.53,0.442476121
2017/12/24,0.009294091,0.2428,20.98,0.442997664
2017/12/25,0.007819619,0.2013,17.39,0.449661817
2017/12/26,0.007537897,0.195,16.85,0.447352938
2017/12/27,0.007459483,0.1944,16.79,0.444281298
2017/12/28,0.00707932,0.1851,15.99,0.442734209
2017/12/29,0.007895814,0.2116,18.28,0.431937309
2017/12/30,0.00777785,0.21,18.14,0.428767916
2017/12/31,0.007261834,0.1962,16.95,0.428426785
2018/1/1,0.007383837,0.2021,17.46,0.422900172
2018/1/2,0.008839547,0.2505,21.65,0.408293164
2018/1/3,0.008717165,0.2494,21.54,0.404696611
2018/1/4,0.004976422,0.1404,12.13,0.410257378
2018/1/5,0.003572454,0.1044,9.02,0.396059202
2018/1/6,0.003045649,0.092,7.95,0.383100503
2018/1/7,0.002133923,0.0672,5.81,0.367284509
2018/1/8,0.001835547,0.0584,5.04,0.364195833
2018/1/9,0.001791572,0.0574,4.96,0.361204032
2018/1/10,0.002011662,0.0654,5.65,0.356046372
2018/1/11,0.002002035,0.0656,5.67,0.353092593
2018/1/12,0.002266528,0.0746,6.44,0.351945342
2018/1/13,0.002551253,0.084,7.25,0.351896966
2018/1/14,0.002163872,0.0728,6.29,0.344017806
2018/1/15,0.010550188,0.3595,31.06,0.339671217
2018/1/16,0.036677323,1.2624,109.07,0.336273247
2018/1/17,0.018833188,0.6473,55.93,0.336727838
2018/1/18,0.002882435,0.0965,8.34,0.345615707
2018/1/19,0.002042127,0.0723,6.25,0.32674032
2018/1/20,0.001608746,0.0576,4.98,0.323041365
2018/1/21,0.001260185,0.0457,3.95,0.319034177
2018/1/22,0.001140241,0.0417,3.61,0.315856233
2018/1/23,0.001044926,0.0389,3.36,0.310989881
