Date,Linear_Average_Load(t),Flow  (Cumecs),Flow(ML),Concentration (mg/L)
2010/11/21,3.0812,159.429,13774.66,0.223686102
2010/11/22,1.2062,100.5025,8683.42,0.138908402
2010/11/23,0.6235,51.0767,4413.03,0.141286146
2010/11/24,0.576,51.8051,4475.96,0.128687477
2010/11/25,0.25919,31.3322,2707.1,0.095744524
2010/11/26,0.17385,17.9842,1553.83,0.111884827
2010/11/27,0.10623,7.6157,658,0.161443769
2010/11/28,0.09505,5.1062,441.17,0.215449827
2010/11/29,0.12637,5.6216,485.71,0.260175825
2010/11/30,1.3712,82.1509,7097.84,0.193185533
2010/12/1,1.2524,149.4475,12912.26,0.09699309
2010/12/2,0.30685,62.4447,5395.22,0.056874418
2010/12/3,1.8864,300.5873,25970.74,0.072635589
2010/12/4,1.0537,122.3083,10567.44,0.099711945
2010/12/5,0.44362,34.1611,2951.51,0.150302726
2010/12/6,0.45702,36.1179,3120.59,0.146453075
2010/12/7,0.4914,61.2003,5287.7,0.092932655
2010/12/8,0.18635,22.35,1931.04,0.096502403
2010/12/9,0.11158,9.5924,828.79,0.134630003
2010/12/10,0.053859,4.9013,423.48,0.127181921
2010/12/11,0.07736,7.7236,667.32,0.115926392
2010/12/12,0.20473,23.6493,2043.3,0.100195762
2010/12/13,0.1787,20.9027,1806,0.098947951
2010/12/14,0.12999,10.7301,927.08,0.140214437
2010/12/15,0.11774,6.783,586.05,0.20090436
2010/12/16,0.05443,2.3538,203.37,0.267640262
2010/12/17,0.03634,1.2606,108.91,0.333670003
2010/12/18,0.03132,0.9054,78.23,0.400357919
2010/12/19,0.03357,0.8277,71.51,0.469444833
2010/12/20,0.2585,5.5194,476.88,0.54206509
2010/12/21,0.5182,11.045,954.28,0.543027204
2010/12/22,0.22272,5.6506,488.21,0.456197128
2010/12/23,0.17466,5.2526,453.83,0.384857766
2010/12/24,2.1446,87.9152,7595.87,0.282337639
2010/12/25,5.4454,300.4996,25963.16,0.209735641
2010/12/26,7.0203,391.8786,33858.31,0.207343485
2010/12/27,2.5614,145.4936,12570.65,0.203760347
2010/12/28,2.225,128.4,11093.76,0.200563199
2010/12/29,0.8982,52.6878,4552.23,0.19730989
2010/12/30,1.9381,116.0977,10030.84,0.193214128
2010/12/31,1.6115,97.8246,8452.05,0.190663803
2011/1/1,0.41912,25.9114,2238.74,0.18721245
2011/1/2,0.39426,24.9454,2155.29,0.18292666
2011/1/3,0.7366,47.2789,4084.9,0.180322652
2011/1/4,0.8561,55.944,4833.56,0.177115832
2011/1/5,0.31239,20.8019,1797.28,0.17381265
2011/1/6,0.7595,51.7879,4474.48,0.169740394
2011/1/7,0.8001,55.3039,4778.26,0.16744589
2011/1/8,0.23334,16.4682,1422.86,0.163993647
2011/1/9,0.10751,7.7612,670.57,0.16032629
2011/1/10,0.07698,5.6748,490.31,0.157002713
2011/1/11,0.058232,4.3886,379.18,0.153573501
2011/1/12,0.07693,5.9374,512.99,0.149963937
2011/1/13,0.34825,27.5293,2378.53,0.146413962
2011/1/14,0.20671,16.092,1390.35,0.148674794
2011/1/15,0.10136,6.4848,560.29,0.180906316
2011/1/16,0.087464,4.6922,405.41,0.215742088
2011/1/17,0.076401,3.53,304.99,0.250503295
2011/1/18,0.087759,3.5252,304.58,0.288131197
2011/1/19,0.25401,10.4043,898.93,0.282569277
2011/1/20,0.20291,7.9571,687.49,0.295146111
2011/1/21,0.14063,5.1103,441.53,0.318506104
2011/1/22,0.11247,3.8892,336.03,0.334702259
2011/1/23,0.09324,3.0773,265.88,0.350684519
2011/1/24,0.07592,2.3955,206.97,0.366816447
2011/1/25,0.06715,2.0274,175.17,0.383341896
2011/1/26,0.05966,1.7312,149.58,0.398850114
2011/1/27,0.05553,1.547,133.66,0.41545713
2011/1/28,0.05322,1.4262,123.23,0.431875355
2011/1/29,0.05016,1.2966,112.02,0.447777183
2011/1/30,0.3391,8.3488,721.33,0.470103836
2011/1/31,5.7504,157.9036,13642.87,0.421494891
2011/2/1,1.0036,74.512,6437.84,0.155890796
2011/2/2,0.32624,31.1771,2693.7,0.121112225
2011/2/3,0.9225,102.1413,8825.01,0.104532459
2011/2/4,0.35775,38.7212,3345.52,0.106934049
2011/2/5,0.20928,26.6659,2303.93,0.090836093
2011/2/6,0.33442,53.7817,4646.74,0.071968735
2011/2/7,0.17837,24.3037,2099.84,0.084944567
2011/2/8,0.2293,14.7241,1272.16,0.180244623
2011/2/9,0.1877,10.7914,932.38,0.201312769
2011/2/10,0.108555,7.7216,667.15,0.162714532
2011/2/11,0.49649,51.266,4429.38,0.11209018
2011/2/12,0.15142,18.9149,1634.25,0.092654123
2011/2/13,0.18423,18.8686,1630.25,0.113007207
2011/2/14,0.20264,18.0889,1562.88,0.129658067
2011/2/15,0.16551,17.0014,1468.92,0.112674618
2011/2/16,0.40588,51.2673,4429.49,0.091631316
2011/2/17,0.26105,19.5206,1686.58,0.15478068
2011/2/18,0.17059,11.5568,998.51,0.170844558
2011/2/19,0.088754,5.6303,486.46,0.182448711
2011/2/20,0.21933,12.9547,1119.29,0.195954578
2011/2/21,0.126152,6.9873,603.7,0.208964718
2011/2/22,0.116983,6.0553,523.18,0.223599908
2011/2/23,0.24549,17.2288,1488.57,0.164916665
2011/2/24,0.17628,11.7019,1011.04,0.174355119
2011/2/25,0.147528,5.9862,517.21,0.285238104
2011/2/26,0.14816,4.4083,380.87,0.389004122
2011/2/27,0.15256,3.5929,310.43,0.491447347
2011/2/28,0.139046,3.0508,263.59,0.527508631
2011/3/1,0.27595,12.1953,1053.68,0.261891656
2011/3/2,0.14613,9.5375,824.04,0.177333625
2011/3/3,0.094384,5.6436,487.61,0.193564529
2011/3/4,0.101533,5.7432,496.21,0.204616997
2011/3/5,0.115176,6.2162,537.08,0.214448499
2011/3/6,0.069964,3.5749,308.87,0.22651601
2011/3/7,0.19952,11.3245,978.44,0.203916438
2011/3/8,0.15618,10.1646,878.23,0.177834964
2011/3/9,0.0867,5.8787,507.92,0.170696173
2011/3/10,0.063471,4.926,425.61,0.149129485
2011/3/11,0.041575,3.7685,325.6,0.127687346
2011/3/12,0.26363,29.439,2543.53,0.103647293
2011/3/13,0.36072,50.4205,4356.33,0.082803644
2011/3/14,1.0811,342.3162,29576.12,0.036553138
2011/3/15,1.4061,337.1079,29126.12,0.048276255
2011/3/16,0.7425,125.3269,10828.25,0.068570637
2011/3/17,0.47324,45.7371,3951.69,0.119756357
2011/3/18,0.51354,35.3579,3054.92,0.168102602
2011/3/19,0.42628,31.0461,2682.39,0.15891798
2011/3/20,0.36482,29.9335,2586.26,0.141060837
2011/3/21,0.32729,29.9024,2583.56,0.126681788
2011/3/22,0.32486,34.1916,2954.15,0.109967334
2011/3/23,0.15529,18.706,1616.2,0.096083406
2011/3/24,0.32428,50.8539,4393.77,0.0738045
2011/3/25,0.6356,118.0322,10197.98,0.062326068
2011/3/26,0.4785,94.2492,8143.13,0.058761189
2011/3/27,0.12057,25.3336,2188.82,0.055084475
2011/3/28,0.1641,37.5632,3245.46,0.05056294
2011/3/29,0.6787,152.2179,13151.62,0.05160581
2011/3/30,0.8989,179.2448,15486.75,0.058043166
2011/3/31,1.6361,419.0565,36206.48,0.045188044
2011/4/1,0.9125,189.3841,16362.79,0.055766773
2011/4/2,1.164,171.456,14813.8,0.078575382
2011/4/3,0.48969,54.011,4666.55,0.104936195
2011/4/4,0.54397,45.9672,3971.57,0.136965986
2011/4/5,0.40828,23.4133,2022.91,0.20182806
2011/4/6,0.30696,15.7713,1362.64,0.225268596
2011/4/7,0.178984,8.5424,738.06,0.242506029
2011/4/8,0.189484,8.4476,729.87,0.259613356
2011/4/9,0.142983,5.9748,516.23,0.276975379
2011/4/10,0.131392,5.1663,446.37,0.2943567
2011/4/11,0.123118,4.576,395.37,0.311399449
2011/4/12,0.111544,3.9264,339.24,0.328805565
2011/4/13,0.10524,3.5215,304.25,0.345899753
2011/4/14,0.100945,3.219,278.12,0.36295484
2011/4/15,0.096773,2.9457,254.51,0.380232604
2011/4/16,0.092412,2.6909,232.49,0.397488064
2011/4/17,0.085888,2.3983,207.22,0.414477367
2011/4/18,0.139753,3.7238,321.74,0.434366258
2011/4/19,0.218261,5.6409,487.37,0.447834294
2011/4/20,0.133861,3.3258,287.35,0.465846529
2011/4/21,0.112441,2.6901,232.43,0.483762853
2011/4/22,0.095606,2.2112,191.05,0.500423973
2011/4/23,0.085519,1.9124,165.23,0.517575501
2011/4/24,0.079063,1.7103,147.77,0.535040942
2011/4/25,0.074786,1.5671,135.4,0.552333826
2011/4/26,0.072788,1.4792,127.8,0.569546166
2011/4/27,0.071002,1.4014,121.08,0.586405682
2011/4/28,0.071382,1.3678,118.18,0.604010831
2011/4/29,0.069807,1.3012,112.42,0.62094823
2011/4/30,0.066896,1.2146,104.94,0.63746903
2011/5/1,0.06553,1.1573,99.99,0.655365537
2011/5/2,0.064168,1.1038,95.37,0.672832128
2011/5/3,0.064044,1.0744,92.83,0.68990628
2011/5/4,0.062996,1.0318,89.15,0.706629277
2011/5/5,0.061331,0.9808,84.74,0.723755015
2011/5/6,0.059872,0.9348,80.76,0.741357107
2011/5/7,0.059754,0.9121,78.8,0.758299492
2011/5/8,0.062926,0.9392,81.15,0.775428219
2011/5/9,0.066302,0.968,83.63,0.792801626
2011/5/10,0.066183,0.9454,81.69,0.810172604
2011/5/11,0.061853,0.8654,74.77,0.827243547
2011/5/12,0.05804,0.7962,68.79,0.843727286
2011/5/13,0.056282,0.7567,65.38,0.860844295
2011/5/14,0.056988,0.7504,64.84,0.878901912
2011/5/15,0.055746,0.7208,62.28,0.895086705
2011/5/16,0.054093,0.6858,59.25,0.912962025
2011/5/17,0.054186,0.6745,58.27,0.929912476
2011/5/18,0.051715,0.6325,54.64,0.946467789
2011/5/19,0.051705,0.6205,53.61,0.964465585
2011/5/20,0.054568,0.6431,55.56,0.982145428
2011/5/21,0.055997,0.6497,56.14,0.997452797
2011/5/22,0.055168,0.6288,54.32,1.015611193
2011/5/23,0.063773,0.7145,61.73,1.03309574
2011/5/24,0.10364,1.1414,98.62,1.050902454
2011/5/25,0.095728,1.0381,89.69,1.067320772
2011/5/26,0.073661,0.7847,67.8,1.086445428
2011/5/27,0.065946,0.69,59.62,1.106105334
2011/5/28,0.061619,0.634,54.78,1.124844834
2011/5/29,0.059751,0.604,52.19,1.144874497
2011/5/30,0.057067,0.5672,49.01,1.164395021
2011/5/31,0.077388,0.7568,65.38,1.183664729
2011/6/1,0.062953,0.6072,52.46,1.200019062
2011/6/2,0.0568,0.5389,46.56,1.219931271
2011/6/3,0.055247,0.5159,44.58,1.239277703
2011/6/4,0.054515,0.5017,43.35,1.257554787
2011/6/5,0.055211,0.5005,43.24,1.276850139
2011/6/6,0.058354,0.5209,45.01,1.296467452
2011/6/7,0.059254,0.5215,45.05,1.315294118
2011/6/8,0.060154,0.5219,45.1,1.333791574
2011/6/9,0.059321,0.5073,43.83,1.353433721
2011/6/10,0.06185,0.5212,45.03,1.373528759
2011/6/11,0.07915,0.6579,56.84,1.392505278
2011/6/12,0.175773,1.4412,124.52,1.411604562
2011/6/13,0.127163,1.0293,88.93,1.429922411
2011/6/14,0.094255,0.7532,65.08,1.448294407
2011/6/15,0.081612,0.6437,55.61,1.467577774
2011/6/16,0.073859,0.5745,49.64,1.487892828
2011/6/17,0.068045,0.5231,45.19,1.505753485
2011/6/18,0.064775,0.4912,42.44,1.526272385
2011/6/19,0.0608961,0.456,39.39,1.545978675
2011/6/20,0.0609849,0.4513,38.99,1.56411644
2011/6/21,0.062801,0.4592,39.68,1.582686492
2011/6/22,0.065227,0.4715,40.74,1.601055474
2011/6/23,0.0629772,0.4492,38.81,1.622705488
2011/6/24,0.0619499,0.4372,37.78,1.639753838
2011/6/25,0.0606182,0.4231,36.55,1.658500684
2011/6/26,0.0584742,0.4025,34.77,1.681742882
2011/6/27,0.0597831,0.4077,35.22,1.69741908
2011/6/28,0.0634252,0.4278,36.96,1.716049784
2011/6/29,0.0608013,0.4473,38.65,1.573125485
2011/6/30,0.022618,0.4771,41.22,0.548714216
2011/7/1,0.0007,0.496,42.85,0.016336056
2011/7/2,0.0011,0.4454,38.48,0.028586279
2011/7/3,0.0016,0.4475,38.66,0.041386446
2011/7/4,0.0018,0.4069,35.15,0.051209104
2011/7/5,0.0022,0.3907,33.75,0.065185185
2011/7/6,0.0025,0.3713,32.08,0.077930175
2011/7/7,0.0028,0.3619,31.27,0.089542693
2011/7/8,0.0031,0.3481,30.08,0.103058511
2011/7/9,0.0033,0.33,28.51,0.11574886
2011/7/10,0.0036,0.3215,27.78,0.129589633
2011/7/11,0.0041,0.337,29.12,0.140796703
2011/7/12,0.0045,0.3422,29.56,0.152232747
2011/7/13,0.0048,0.3413,29.49,0.16276704
2011/7/14,0.005,0.3314,28.63,0.174641984
2011/7/15,0.0053,0.3259,28.16,0.188210227
2011/7/16,0.0059,0.3426,29.6,0.199324324
2011/7/17,0.0063,0.3403,29.4,0.214285714
2011/7/18,0.0066,0.333,28.77,0.229405631
2011/7/19,0.007,0.3355,28.99,0.241462573
2011/7/20,0.0067,0.3071,26.53,0.252544289
2011/7/21,0.0071,0.3074,26.56,0.267319277
2011/7/22,0.0073,0.3008,25.99,0.28087726
2011/7/23,0.0075,0.2932,25.33,0.296091591
2011/7/24,0.0073,0.2754,23.79,0.306851618
2011/7/25,0.0071,0.2564,22.15,0.320541761
2011/7/26,0.0079,0.273,23.59,0.334887664
2011/7/27,0.0083,0.2782,24.04,0.345257903
2011/7/28,0.0085,0.272,23.5,0.361702128
2011/7/29,0.0087,0.2701,23.34,0.372750643
2011/7/30,0.008,0.2396,20.7,0.38647343
2011/7/31,0.0079,0.2251,19.45,0.406169666
2011/8/1,0.0078,0.2156,18.63,0.418679549
2011/8/2,0.0079,0.2126,18.36,0.430283224
2011/8/3,0.008,0.2061,17.81,0.449185851
2011/8/4,0.0083,0.2091,18.07,0.459324848
2011/8/5,0.0098,0.2416,20.87,0.469573551
2011/8/6,0.0091,0.216,18.66,0.487674169
2011/8/7,0.0093,0.2159,18.65,0.498659517
2011/8/8,0.0094,0.2099,18.14,0.518191841
2011/8/9,0.0092,0.2022,17.47,0.526617058
2011/8/10,0.0095,0.2027,17.52,0.542237443
2011/8/11,0.0094,0.1952,16.87,0.557202134
2011/8/12,0.009,0.1819,15.71,0.572883514
2011/8/13,0.009,0.1777,15.35,0.586319218
2011/8/14,0.0094,0.181,15.64,0.601023018
2011/8/15,0.0099,0.1848,15.97,0.619912336
2011/8/16,0.0099,0.182,15.72,0.629770992
2011/8/17,0.0106,0.1909,16.5,0.642424242
2011/8/18,0.011,0.1965,16.98,0.647820966
2011/8/19,0.0106,0.1834,15.85,0.668769716
2011/8/20,0.0103,0.1741,15.04,0.684840426
2011/8/21,0.0128,0.2181,18.84,0.67940552
2011/8/22,0.0107,0.1732,14.96,0.715240642
2011/8/23,0.0098,0.1545,13.35,0.734082397
2011/8/24,0.01,0.1551,13.4,0.746268657
2011/8/25,0.0107,0.1633,14.11,0.758327427
2011/8/26,0.0114,0.1714,14.81,0.769750169
2011/8/27,0.0115,0.1708,14.76,0.779132791
2011/8/28,0.0116,0.1688,14.58,0.795610425
2011/8/29,0.0196,0.3012,26.02,0.753266718
2011/8/30,0.0272,0.4279,36.97,0.735731674
2011/8/31,0.0198,0.2937,25.37,0.78044935
2011/9/1,0.0191,0.2762,23.86,0.800502934
2011/9/2,0.0187,0.2658,22.96,0.81445993
2011/9/3,0.0172,0.2381,20.57,0.836169178
2011/9/4,0.0162,0.2185,18.88,0.858050847
2011/9/5,0.0164,0.2182,18.86,0.869565217
2011/9/6,0.016,0.2078,17.96,0.890868597
2011/9/7,0.0156,0.1979,17.1,0.912280702
2011/9/8,0.0158,0.1989,17.19,0.919139034
2011/9/9,0.0137,0.1664,14.38,0.9527121
2011/9/10,0.0142,0.1695,14.65,0.969283276
2011/9/11,0.0141,0.165,14.25,0.989473684
2011/9/12,0.0139,0.1597,13.8,1.007246377
2011/9/13,0.0597,0.7576,65.45,0.912146677
2011/9/14,0.0483,0.6123,52.91,0.912870913
2011/9/15,0.0233,0.2782,24.03,0.969621307
2011/9/16,0.0179,0.2027,17.51,1.022272987
2011/9/17,0.0175,0.1938,16.74,1.045400239
2011/9/18,0.0176,0.193,16.67,1.055788842
2011/9/19,0.0187,0.2044,17.66,1.058890147
2011/9/20,0.0179,0.191,16.5,1.084848485
2011/9/21,0.0152,0.1562,13.49,1.126760563
2011/9/22,0.0153,0.1555,13.43,1.139240506
2011/9/23,0.0161,0.1626,14.05,1.145907473
2011/9/24,0.0169,0.1689,14.6,1.157534247
2011/9/25,0.0143,0.1411,12.19,1.173092699
2011/9/26,0.0123,0.1222,10.56,1.164772727
2011/9/27,0.0172,0.169,14.6,1.178082192
2011/9/28,0.0139,0.1336,11.54,1.204506066
2011/9/29,0.0124,0.1203,10.4,1.192307692
2011/9/30,0.0115,0.1146,9.9,1.161616162
2011/10/1,0.0132,0.1309,11.31,1.167108753
2011/10/2,0.0129,0.1299,11.22,1.14973262
2011/10/3,0.0121,0.1252,10.82,1.118299445
2011/10/4,0.0104,0.1122,9.69,1.073271414
2011/10/5,0.0083,0.0953,8.23,1.008505468
2011/10/6,0.0078,0.092,7.95,0.981132075
2011/10/7,0.0075,0.0901,7.78,0.964010283
2011/10/8,0.0074,0.0902,7.79,0.949935815
2011/10/9,0.0073,0.0903,7.8,0.935897436
2011/10/10,0.0063,0.0812,7.01,0.89871612
2011/10/11,0.0057,0.0768,6.64,0.858433735
2011/10/12,0.0052,0.0715,6.18,0.841423948
2011/10/13,0.0054,0.0751,6.49,0.832049307
2011/10/14,0.0059,0.0822,7.1,0.830985915
2011/10/15,0.0056,0.0809,6.99,0.801144492
2011/10/16,0.0071,0.1015,8.77,0.809578107
2011/10/17,0.0077,0.1118,9.66,0.797101449
2011/10/18,0.014,0.2028,17.52,0.799086758
2011/10/19,0.0233,0.3705,32.01,0.727897532
2011/10/20,0.0166,0.2596,22.43,0.74008025
2011/10/21,0.0118,0.1826,15.78,0.747782003
2011/10/22,0.0099,0.1521,13.14,0.753424658
2011/10/23,0.0082,0.1339,11.57,0.708729473
2011/10/24,0.0075,0.126,10.89,0.688705234
2011/10/25,0.0066,0.1159,10.01,0.659340659
2011/10/26,0.0057,0.1052,9.09,0.627062706
2011/10/27,0.0061,0.1151,9.95,0.613065327
2011/10/28,0.0058,0.1127,9.74,0.595482546
2011/10/29,0.0064,0.128,11.06,0.578661844
2011/10/30,0.0058,0.1213,10.48,0.553435115
2011/10/31,0.0051,0.1108,9.58,0.532359081
2011/11/1,0.0277,0.6707,57.95,0.477998274
2011/11/2,0.0172,0.4125,35.64,0.482603816
2011/11/3,0.0202,0.4841,41.83,0.482907005
2011/11/4,0.0097,0.2153,18.6,0.521505376
2011/11/5,0.0051,0.1138,9.83,0.518819939
2011/11/6,0.0035,0.0815,7.04,0.497159091
2011/11/7,0.003,0.0699,6.04,0.496688742
2011/11/8,0.0028,0.0647,5.59,0.500894454
2011/11/9,0.0028,0.0653,5.64,0.496453901
2011/11/10,0.0027,0.0623,5.38,0.501858736
2011/11/11,0.0026,0.0605,5.23,0.497131931
2011/11/12,0.0025,0.0562,4.86,0.514403292
2011/11/13,0.0028,0.064,5.53,0.506329114
2011/11/14,0.0028,0.0636,5.5,0.509090909
2011/11/15,0.0029,0.0659,5.7,0.50877193
2011/11/16,0.003,0.0675,5.83,0.51457976
2011/11/17,0.003,0.0667,5.77,0.519930676
2011/11/18,0.0028,0.0617,5.33,0.52532833
2011/11/19,0.0029,0.0642,5.54,0.523465704
2011/11/20,0.0031,0.0689,5.95,0.521008403
2011/11/21,0.0029,0.064,5.53,0.524412297
2011/11/22,0.003,0.065,5.61,0.534759358
2011/11/23,0.003,0.066,5.7,0.526315789
2011/11/24,0.0066,0.1283,11.09,0.595130748
2011/11/25,0.0062,0.1208,10.44,0.593869732
2011/11/26,0.0048,0.0972,8.4,0.571428571
2011/11/27,0.0042,0.087,7.52,0.558510638
2011/11/28,0.0035,0.0724,6.26,0.559105431
2011/11/29,0.0037,0.0767,6.63,0.558069382
2011/11/30,0.0042,0.0866,7.48,0.561497326
2011/12/1,0.0039,0.0816,7.05,0.553191489
2011/12/2,0.0076,0.1398,12.08,0.629139073
2011/12/3,0.0153,0.2302,19.89,0.769230769
2011/12/4,0.0199,0.2427,20.97,0.948974726
2011/12/5,0.0196,0.1979,17.1,1.14619883
2011/12/6,0.0285,0.2507,21.66,1.315789474
2011/12/7,0.6284,5.3887,465.58,1.349714335
2011/12/8,0.2203,1.8941,163.65,1.346165597
2011/12/9,0.0877,0.7655,66.14,1.325975204
2011/12/10,1.4819,13.2146,1141.74,1.297931228
2011/12/11,0.8896,8.009,691.98,1.285586289
2011/12/12,0.2343,2.1469,185.5,1.263072776
2011/12/13,0.2992,2.791,241.14,1.240772995
2011/12/14,0.2931,2.7745,239.72,1.222676456
2011/12/15,0.1022,0.9854,85.14,1.200375852
2011/12/16,0.0587,0.5756,49.73,1.18037402
2011/12/17,0.0435,0.4345,37.54,1.158763985
2011/12/18,0.0379,0.3822,33.02,1.147789219
2011/12/19,0.0317,0.319,27.56,1.150217707
2011/12/20,0.026,0.2596,22.43,1.159161837
2011/12/21,0.0243,0.2452,21.18,1.147308782
2011/12/22,0.0221,0.225,19.44,1.136831276
2011/12/23,0.0194,0.1982,17.13,1.132516054
2011/12/24,0.0182,0.1889,16.33,1.114513166
2011/12/25,0.017,0.1788,15.45,1.100323625
2011/12/26,0.0151,0.1593,13.76,1.097383721
2011/12/27,0.0142,0.153,13.22,1.074130106
2011/12/28,0.4599,5.7485,496.67,0.92596694
2011/12/29,2.6059,33.0394,2854.6,0.912877461
2011/12/30,1.1829,15.3437,1325.69,0.892290053
2011/12/31,0.5007,6.6508,574.63,0.871343299
2012/1/1,0.2184,2.9702,256.62,0.85106383
2012/1/2,0.0934,1.3037,112.64,0.829190341
2012/1/3,0.0566,0.8076,69.77,0.811236921
2012/1/4,0.0416,0.6036,52.15,0.797698945
2012/1/5,0.0334,0.49,42.34,0.788852149
2012/1/6,0.0275,0.4087,35.32,0.778595696
2012/1/7,0.0236,0.3495,30.19,0.7817158
2012/1/8,0.0214,0.3161,27.32,0.783308931
2012/1/9,0.019,0.2828,24.43,0.777732296
2012/1/10,0.0181,0.2705,23.37,0.774497219
2012/1/11,0.0158,0.234,20.22,0.78140455
2012/1/12,0.0215,0.3402,29.39,0.731541341
2012/1/13,0.0204,0.3264,28.21,0.72314782
2012/1/14,0.2689,4.4938,388.27,0.692559302
2012/1/15,0.6758,11.4238,987.02,0.68468724
2012/1/16,1.1821,21.6272,1868.59,0.632616037
2012/1/17,0.2699,8.9983,777.45,0.347160589
2012/1/18,0.092,3.5498,306.7,0.299967395
2012/1/19,0.1035,4.1516,358.69,0.288550001
2012/1/20,0.0535,2.2053,190.54,0.280780938
2012/1/21,0.0261,1.1144,96.28,0.271084337
2012/1/22,0.0183,0.8094,69.93,0.261690262
2012/1/23,0.0188,0.8706,75.22,0.249933528
2012/1/24,0.1047,5.0158,433.36,0.241600517
2012/1/25,0.0801,3.9945,345.13,0.23208646
2012/1/26,0.0568,2.9484,254.74,0.222972442
2012/1/27,0.1443,7.8158,675.28,0.213689136
2012/1/28,0.246,14.1455,1222.17,0.201281327
2012/1/29,0.4915,29.4162,2541.56,0.193385165
2012/1/30,0.6883,43.6259,3769.28,0.182607819
2012/1/31,0.4053,28.3438,2448.9,0.165502879
2012/2/1,0.1713,14.3302,1238.13,0.138353808
2012/2/2,0.5867,52.9412,4574.12,0.128265109
2012/2/3,1.451,148.4027,12822,0.113164873
2012/2/4,0.9077,88.4562,7642.61,0.118768327
2012/2/5,0.2324,21.4176,1850.48,0.125589036
2012/2/6,0.0998,8.6879,750.63,0.132954984
2012/2/7,0.0589,4.7422,409.72,0.143756712
2012/2/8,0.1256,9.3834,810.73,0.154922107
2012/2/9,0.1051,7.3863,638.17,0.164689659
2012/2/10,0.0538,3.5472,306.48,0.175541634
2012/2/11,0.0362,2.2537,194.72,0.18590797
2012/2/12,0.0263,1.5449,133.48,0.197033263
2012/2/13,0.0224,1.2471,107.75,0.207888631
2012/2/14,0.02,1.0572,91.34,0.21896212
2012/2/15,0.0183,0.9239,79.82,0.229265848
2012/2/16,0.0169,0.8169,70.58,0.239444602
2012/2/17,0.0156,0.7236,62.52,0.249520154
2012/2/18,0.0149,0.66,57.03,0.261266
2012/2/19,0.0144,0.6106,52.76,0.272934041
2012/2/20,0.0135,0.5492,47.45,0.284510011
2012/2/21,0.0133,0.5243,45.3,0.293598234
2012/2/22,0.0126,0.4805,41.52,0.303468208
2012/2/23,0.0124,0.4567,39.46,0.314242271
2012/2/24,0.7346,27.5756,2382.53,0.308327702
2012/2/25,1.72,89.1489,7702.46,0.223305282
2012/2/26,2.4285,192.9972,16674.95,0.145637618
2012/2/27,0.6543,113.52,9808.12,0.066710032
2012/2/28,0.1895,35.7074,3085.12,0.061423867
2012/2/29,0.2212,23.1725,2002.1,0.110483992
2012/3/1,0.132,9.3013,803.63,0.164254694
2012/3/2,0.0907,4.996,431.66,0.210119075
2012/3/3,0.0621,3.4869,301.26,0.206134236
2012/3/4,0.0461,2.7258,235.51,0.195745404
2012/3/5,0.0341,2.1292,183.97,0.185356308
2012/3/6,0.0322,2.1322,184.22,0.174791011
2012/3/7,0.0494,3.4827,300.9,0.164174144
2012/3/8,0.0307,2.3056,199.2,0.154116466
2012/3/9,0.0203,1.6348,141.24,0.14372699
2012/3/10,0.0158,1.3806,119.28,0.132461435
2012/3/11,0.0127,1.1924,103.02,0.123277034
2012/3/12,0.0102,1.0528,90.96,0.112137203
2012/3/13,0.0089,1.0121,87.45,0.101772441
2012/3/14,0.1114,13.9848,1208.29,0.09219641
2012/3/15,0.1269,18.5445,1602.25,0.079201123
2012/3/16,0.8388,139.8679,12084.59,0.069410712
2012/3/17,0.928,201.9572,17449.1,0.053183259
2012/3/18,0.958,290.7605,25121.7,0.038134362
2012/3/19,0.7905,329.563,28474.24,0.027761935
2012/3/20,1.8343,609.0509,52621.99,0.034858051
2012/3/21,1.6546,683.5607,59059.65,0.028015743
2012/3/22,0.5866,165.8691,14331.09,0.040931988
2012/3/23,0.6304,76.9009,6644.24,0.094879174
2012/3/24,0.9756,95.2497,8229.57,0.118548114
2012/3/25,0.4507,34.701,2998.16,0.150325533
2012/3/26,0.5162,33.1478,2863.97,0.180239318
2012/3/27,0.1932,10.7734,930.82,0.207558927
2012/3/28,0.1316,6.4069,553.55,0.237738235
2012/3/29,0.1119,4.8495,419,0.267064439
2012/3/30,0.103,4.0207,347.39,0.296496733
2012/3/31,0.0969,3.4471,297.83,0.32535339
2012/4/1,0.0931,3.0386,262.53,0.354626138
2012/4/2,0.0905,2.7312,235.97,0.383523329
2012/4/3,0.0843,2.3636,204.21,0.412810342
2012/4/4,0.0796,2.085,180.14,0.441878539
2012/4/5,0.0765,1.8805,162.48,0.470827179
2012/4/6,0.0746,1.7274,149.25,0.499832496
2012/4/7,0.0733,1.6058,138.74,0.528326366
2012/4/8,0.0717,1.4871,128.49,0.558020079
2012/4/9,0.0706,1.3916,120.23,0.587207852
2012/4/10,0.0715,1.3435,116.07,0.616007582
2012/4/11,0.0697,1.2514,108.12,0.644654088
2012/4/12,0.0661,1.1346,98.03,0.674283383
2012/4/13,0.0644,1.0597,91.56,0.703363914
2012/4/14,0.0652,1.0292,88.93,0.733160913
2012/4/15,0.0675,1.0247,88.54,0.762367292
2012/4/16,0.0686,1.0026,86.62,0.791964904
2012/4/17,0.069,0.9738,84.13,0.820159277
2012/4/18,0.0687,0.9365,80.91,0.849091583
